COUNTRY_REGION,AFGHANISTAN,ALBANIA,ALGERIA,ANDORRA,ANGOLA,ANTIGUA_AND_BARBUDA,ARGENTINA,ARMENIA,AUSTRALIA,AUSTRIA,AZERBAIJAN,BAHAMAS,BAHRAIN,BANGLADESH,BARBADOS,BELARUS,BELGIUM,BELIZE,BENIN,BHUTAN
2020-08-04,1914,4663,2673,118,121,4186,4309,2992,4788,716,1398,4613,274,4462,3547,4173,199,3424,3028,816
2020-08-05,1021,4104,3733,328,931,125,2655,1931,3604,4419,2027,3145,3389,4650,4524,125,935,58,428,724
2020-08-06,1411,675,459,3265,4964,961,1976,4391,3297,114,935,644,4494,4617,319,910,831,1154,1126,4263
2020-08-07,2559,4164,2906,2785,964,312,4995,4819,452,4389,1111,2913,254,3607,588,3676,3651,3293,3351,2619
2020-08-08,3889,4209,3358,179,1164,3402,276,293,4555,1315,4720,4204,3377,1558,2386,74,2031,4246,2769,1541
2020-08-09,1533,802,4092,1193,737,3150,361,927,573,4426,559,2298,4451,3279,1428,2931,275,4381,1463,1466
2020-08-10,1662,3608,3714,1433,2132,2443,1979,2800,1988,4555,1772,627,1350,1787,3487,2602,4780,1837,2507,510
2020-08-11,4598,4781,2674,370,2050,795,1153,616,2018,494,3921,1786,985,4769,2335,471,2241,3599,3460,1652
2020-08-12,2229,1703,4655,4396,4010,1577,3372,3719,3506,4760,4787,1416,1233,2805,2502,1593,2795,3055,1870,1596
2020-08-13,4328,1649,1769,2574,1335,2371,1974,2660,626,500,2720,3807,2219,865,777,719,1881,167,2978,4612
2020-08-14,4931,916,4412,2422,3508,3848,1038,189,426,4060,3434,2729,3983,3553,2162,2060,3712,98,1274,4758
2020-08-15,3267,4440,255,4157,1044,3145,2583,2807,3022,4371,4320,4361,3417,3473,667,3311,4040,58,3838,2796
2020-08-16,2308,182,3566,2688,1927,1865,930,2828,3066,3985,1943,1679,4364,142,2288,798,2934,2030,530,595
2020-08-17,3818,4319,1178,911,1544,4777,3476,3708,4342,2390,4741,4883,2080,600,2326,3438,4845,3716,3681,3105
2020-08-18,883,2120,809,623,552,3017,3955,4608,2882,2068,2174,2573,471,18,1132,1192,2586,1392,3057,3546
2020-08-19,1029,3786,1643,2853,3594,1637,864,4371,1673,1847,992,3002,1768,496,3330,4446,768,4180,390,714
2020-08-20,2986,2591,3853,282,2311,2447,2864,2987,4042,4326,1417,542,29,3568,4230,1856,1163,3384,1098,4789
2020-08-21,566,4988,2258,2201,2083,3340,3082,600,660,1569,3155,3917,931,4803,597,1786,4800,4979,3565,4919
2020-08-22,3014,714,2520,2061,984,2622,4538,4736,2027,4060,238,1487,214,3260,377,3664,417,2392,3414,3270
2020-08-23,4342,2263,1670,4367,318,4996,4455,2924,3564,1458,2794,673,2999,2835,1481,1095,2708,883,4829,3518
2020-08-24,600,2327,1023,3461,3083,3666,370,2671,2714,4312,1921,3052,989,2529,3529,3674,3357,2245,1905,2981
2020-08-25,3445,4808,3854,2780,2634,1878,1050,4112,2947,1763,52,2574,2990,4106,1807,4499,2478,2514,798,3098
2020-08-26,2466,1954,683,2895,438,3192,1706,2256,3694,3632,977,1578,4095,4048,2217,925,4564,1499,1746,3223
2020-08-27,1015,4432,2224,551,1650,1328,341,644,173,2179,3382,2238,1773,370,1522,4009,4603,421,4044,1337
2020-08-28,3084,433,4936,750,202,2659,3330,2122,298,3929,1481,4570,3065,4895,3123,3166,3042,2684,4457,2351
2020-08-29,3226,2549,2346,4632,1323,4618,2940,1346,3327,742,1116,3839,4890,3261,2942,2335,526,4580,3286,2813
2020-08-30,3803,1064,2301,1596,1258,2764,330,2895,1588,472,274,3128,4416,4836,525,1877,1716,2650,2568,436
2020-08-31,4614,3520,1670,3022,4196,4327,4802,1995,387,1018,4507,1094,1961,3819,709,3723,3502,2725,1761,1207
2020-09-01,4160,1411,3934,676,3550,374,546,3226,3298,4427,3299,594,2490,3661,1084,2092,2846,4845,713,4572
2020-09-02,1384,37,3156,2861,3459,2473,1889,3572,2984,4352,349,937,1028,3526,4924,2050,3541,546,2286,1338
2020-09-03,1456,4711,4935,463,4039,4428,1120,2555,4908,1389,2553,2895,2440,4596,4558,3976,2264,3411,1717,1371
2020-09-04,2755,2132,2400,3123,230,4043,4151,572,621,2657,3412,822,1086,4198,1459,1622,877,3518,714,3844
2020-09-05,86,43,221,4222,4978,2563,4123,4305,704,737,3403,1162,2696,4850,582,3006,3341,3637,4510,777
2020-09-06,1575,3411,851,48,1311,3053,2233,2918,4020,839,191,4814,2114,1720,714,1605,3957,4552,1755,3664
2020-09-07,1612,4731,2449,1869,1274,3389,1133,4315,2116,2188,2928,511,4546,4242,4742,2506,1148,1093,1069,272
2020-09-08,1293,3606,2034,2543,361,4143,2499,4315,4362,3372,3592,3923,3511,1828,3355,3830,319,141,3653,3251
2020-09-09,3172,266,3449,144,2719,4233,2143,1151,362,305,1603,3438,3586,1843,4984,2027,4310,1586,4609,1958
2020-09-10,324,347,2390,349,1703,4189,4700,2296,1574,4081,2987,3262,155,4403,3170,4483,29,1831,789,1473
2020-09-11,2027,1650,3953,543,1175,2660,2496,1338,4857,4547,1061,4873,2829,1867,3989,2625,1404,4582,471,3783
2020-09-12,4646,2576,1678,4127,647,1528,1252,1376,3680,4627,4848,4782,934,4069,373,3571,1102,1776,2313,4289
2020-09-13,4994,1496,4799,3512,1345,1785,3301,4660,3783,1843,2206,1620,4293,1850,2553,2408,1551,1704,2580,2863
2020-09-14,2030,1634,3708,4857,2049,2639,881,4730,2785,3355,2714,3290,1369,144,3594,2918,4218,4191,4645,3483
2020-09-15,4703,3040,936,475,4636,68,4268,3224,4104,1960,4175,1237,3821,3948,2611,934,343,4817,4290,921
2020-09-16,2167,2416,1931,3974,4665,4341,2229,4955,493,3215,4557,3396,3091,2760,2615,4908,3202,3621,4978,4874
2020-09-17,1279,4512,3820,109,2322,3799,3850,4870,1637,1341,3389,4151,1426,4275,2098,4670,1221,1700,750,1970
2020-09-18,4815,625,367,2161,997,3103,2281,4482,292,4567,4156,4713,3140,4837,2733,3621,557,2731,2296,880
2020-09-19,655,4924,2183,1087,2598,1929,1419,1958,4778,2960,1018,644,4872,4944,2341,4061,4035,3076,1019,2178
2020-09-20,494,504,3478,1945,3608,913,110,1566,4513,4007,1346,2731,51,1389,2041,214,460,1723,942,3134
2020-09-21,1995,706,2849,440,3479,2989,1431,3245,1126,1309,1908,3092,2459,3375,4867,1283,4176,413,1888,103
2020-09-22,325,4616,4164,3863,3069,592,1014,4972,1066,1388,3316,1729,2465,986,2701,3370,1695,1431,1698,338
2020-09-23,3549,3628,843,2481,4442,2489,2792,681,4118,704,597,3181,1423,963,2793,2429,2916,340,2341,4141
2020-09-24,2227,1475,1200,343,496,3906,3740,4256,751,2484,4201,1928,1137,582,1415,2941,2915,4753,1802,385
2020-09-25,57,789,4378,1416,1724,3130,4500,1733,4382,1139,4637,1287,2498,1318,2066,1076,3502,3081,4786,1525
2020-09-26,497,1686,1275,1669,1316,955,1071,1151,2234,2664,3895,4920,4487,2966,284,2404,4630,3951,3293,4590
2020-09-27,37,1951,1092,1642,2325,1125,240,1942,986,2523,3939,4864,4530,3303,4206,4083,1289,1872,4146,1681
2020-09-28,3170,107,3590,646,3714,3187,2497,1896,4979,2401,4627,1361,496,4259,4636,4363,3730,927,2207,3829
2020-09-29,4334,4233,2521,585,3116,4869,3289,2994,260,3203,957,1224,3266,4399,235,4242,906,353,4579,2493
2020-09-30,29,4328,1648,1854,560,368,4595,3046,3331,495,3386,515,1791,4978,1336,4799,2488,4612,4046,2148
2020-10-01,4627,2327,109,73,2141,1934,1396,1503,1069,594,941,4690,3805,4294,2867,2286,4792,453,3209,4087
2020-10-02,880,4716,4167,3210,1153,4643,2132,3520,3397,4048,4446,3886,3028,4924,3787,1628,4276,648,3383,2788
2020-10-03,1700,2671,887,3027,1709,580,2001,150,2760,1562,437,3384,2786,2489,4221,2854,1223,2469,1247,4372
2020-10-04,2640,617,4175,2713,3065,2226,1848,3034,4768,3546,2957,2529,57,3940,1807,4217,3529,3833,567,783
2020-10-05,2749,4372,3211,3987,1441,2444,1217,4199,603,2049,4844,2605,2766,3185,1063,2632,4786,4684,4428,3145
2020-10-06,3254,107,3567,671,4185,3548,2180,2145,987,4667,3439,3053,3733,4627,1689,4348,1490,4793,4803,2923
2020-10-07,4530,2674,1010,1219,22,2536,3350,1483,159,570,3741,1349,2796,3518,1133,2660,3361,2688,1490,4616
2020-10-08,189,3684,4350,838,1953,101,3423,2528,1679,1498,1336,4720,2095,4268,4336,3634,825,2764,3641,986
2020-10-09,4644,1123,2671,480,3377,3650,3621,2957,2838,2588,711,3770,1231,4668,4189,3552,3240,2366,1802,2925
2020-10-10,4982,108,1612,1411,1680,2107,3490,4185,4526,4277,2745,4172,466,2834,4094,4486,3635,1543,2964,2548
2020-10-11,57,4772,4595,3334,2859,4966,477,539,4887,2907,1596,4935,348,3303,159,3878,1590,1972,152,656
2020-10-12,1238,2721,293,841,3167,2383,1235,4042,1532,687,2809,2138,4565,4050,3073,3515,4082,1778,935,99
2020-10-13,4953,2435,1320,1165,3903,999,2248,3634,1953,1385,3346,3789,538,1389,2129,3321,3207,4359,4867,3191
2020-10-14,260,803,4223,1091,2991,2895,3574,4127,2294,898,1353,4999,1179,2542,4290,80,332,2188,1139,4525
2020-10-15,3670,591,1003,896,3724,3863,1802,4020,2373,3341,2610,1175,4359,2648,119,925,1031,2372,461,3696
2020-10-16,2420,2543,313,2833,4078,3081,4217,3426,1399,4409,1879,4430,1729,128,2641,167,741,2129,3345,4531
2020-10-17,4863,4561,166,2218,4953,4773,3854,4280,1682,4288,394,4754,3725,2853,4749,2081,1679,3540,2379,4516
2020-10-18,3834,4215,796,3368,4764,1055,3649,1553,444,4815,230,1364,4834,4201,4225,863,1451,4241,2320,3344
2020-10-19,2620,4658,4093,2614,4052,2943,574,542,4234,2281,837,1948,678,694,2901,299,281,2838,1767,3465
2020-10-20,1200,2214,2463,3425,1636,4412,670,4128,2539,3667,1164,3040,1489,153,3055,1542,2805,1452,4987,1234
2020-10-21,1654,3244,640,3110,856,3757,4781,1332,769,873,3076,375,4389,18,704,4131,2354,4959,2602,1440
2020-10-22,1324,4151,3650,4840,4705,4355,3160,3756,4484,155,1754,2641,4265,1719,2188,1807,4741,4320,4852,3059
2020-10-23,0,1180,195,2776,4331,3555,4279,2615,4434,3176,785,2640,4042,3208,889,275,3952,1968,2012,341
2020-10-24,4533,2745,3073,4467,1607,3012,4909,2094,109,2270,4036,351,3978,2074,1889,1361,4632,1950,2736,1624
2020-10-25,2838,4385,1717,4780,4773,769,2273,4434,4129,3183,681,224,457,2038,1215,446,4150,2382,3814,1603
2020-10-26,2578,3269,4728,318,1356,110,2056,3847,3180,2956,3641,2447,2129,667,3115,4354,4119,3336,4269,3467
2020-10-27,2880,2066,671,3694,4277,4338,1657,1465,2413,1951,2923,4049,3523,144,652,2825,4807,375,596,268
2020-10-28,2035,4175,3265,3250,4505,4470,2586,2961,963,4917,3126,2816,184,1959,3632,1051,3868,1757,1585,3684
2020-10-29,2719,4340,1365,3370,3147,4750,3486,4726,2470,297,4269,4560,1800,1742,4524,1371,1272,725,268,3667
2020-10-30,4154,2415,1090,4647,2755,4981,3952,1871,2403,4484,4465,4071,2555,4359,3155,2798,3547,4347,1416,2095
2020-10-31,4105,4613,2210,1250,4250,123,162,1951,4380,2747,2501,2298,3407,2858,959,2144,1066,3931,279,3198
2020-11-01,2879,2440,1910,1569,3915,2392,4768,969,4021,556,2991,499,2482,4931,2259,2509,2381,1026,4210,3545
2020-11-02,947,3027,1402,463,1667,2025,1906,2810,1028,1507,4416,2619,273,4435,1993,2620,2360,831,902,202
2020-11-03,4693,2599,792,1786,31,4345,3588,1108,1406,1425,1180,2989,1583,3436,4344,3194,4794,3890,4943,1234
2020-11-04,2505,4290,3207,4421,3444,1521,997,898,1787,4163,2135,3100,2336,1247,4693,3939,4217,2633,2262,1224
2020-11-05,4802,226,1358,4328,3617,4459,2817,4371,4445,856,300,4505,749,2085,4923,4355,4696,777,807,1259
2020-11-06,4778,4994,4416,2102,1506,2202,4573,3862,4620,704,1442,4419,4000,1116,1526,2424,4704,1730,838,4806
2020-11-07,1744,4553,4492,2390,3660,2129,1473,4103,1144,4952,1723,3828,742,3627,2323,3054,670,533,2203,1061
2020-11-08,3846,1209,454,1413,4142,635,3701,4353,1969,3896,3480,2761,1985,3339,2873,4249,95,3137,2324,3290
2020-11-09,796,504,3175,2554,3496,2032,2874,944,4475,3708,1817,3016,172,3657,746,4159,463,1153,582,1047
2020-11-10,2919,4418,2607,3747,2317,3777,3036,937,2142,2152,1946,133,1053,139,1685,2844,3120,2129,4803,1335
2020-11-11,4953,3262,1121,2342,1704,1351,1999,912,214,1001,1911,4439,1577,1171,2112,3593,2403,4114,1617,4288
2020-11-12,2828,3747,1525,1206,3733,3712,4315,4437,2556,4408,1104,130,1995,2157,3813,2459,469,4675,1397,4803
2020-11-13,1815,4107,2179,3007,4484,844,3895,2827,1393,668,459,1239,4519,3144,3945,2183,638,3655,2224,2322
2020-11-14,4040,634,4227,4224,2885,1738,1416,4220,3330,1718,4251,1076,4961,1235,3310,3694,1698,210,3040,417
2020-11-15,543,1441,4234,4871,2905,4967,2724,1545,1102,3152,4323,199,3742,2169,4493,111,1427,3222,4037,2779
2020-11-16,3723,4743,2269,500,2846,2404,2747,1198,258,2044,862,3887,919,269,4952,1016,1136,3469,2401,3043
2020-11-17,2021,3904,4716,3112,4164,902,2934,1321,1478,1370,2261,1780,4358,2403,4705,4913,4077,2565,849,4230
2020-11-18,4093,3206,4676,1598,890,238,1363,3450,2141,3957,1514,1808,3370,1026,2672,2886,1070,1903,1882,4744
2020-11-19,1215,3333,4671,650,4475,4244,1287,1779,2004,1303,1988,4784,2082,1037,4495,4631,1542,692,3473,719
2020-11-20,1734,2640,2496,167,1940,4936,963,4391,3576,1653,2586,88,3688,873,1108,3257,721,3597,1695,792
2020-11-21,1472,280,1133,4655,2326,1736,2275,4151,2706,2196,2651,4256,691,4604,1663,2407,3362,4020,3351,2929
2020-11-22,1823,3236,4393,3588,2899,1842,3242,4264,4458,4348,4599,3728,2413,2537,4770,4665,4825,1636,4889,4
2020-11-23,1983,309,2765,1220,4628,1758,4346,3754,2611,925,4490,2694,2906,4524,4652,1988,1864,1934,3927,311
2020-11-24,1148,4241,688,3322,4075,1065,4863,4967,4704,4059,2016,1456,1741,228,816,536,3831,4858,422,3654
2020-11-25,4671,2747,2505,3896,2604,4413,1995,958,1080,2075,33,1570,445,583,731,4813,54,1973,723,1168
2020-11-26,3072,68,4566,3896,4297,3176,722,3196,697,168,188,64,4538,1464,3833,4825,61,1305,957,4151
2020-11-27,2475,976,1231,355,2055,3530,1540,4253,147,4799,3158,2509,4832,2087,623,3287,1385,3922,4944,4445
2020-11-28,1443,1521,1175,4935,4545,926,234,4800,1926,4433,4631,1032,4637,4006,1570,1193,1176,1955,1468,2740
2020-11-29,1961,2788,3537,393,2844,4274,1398,3410,2678,1526,2712,2862,3982,3854,1767,904,1459,4949,733,1646
2020-11-30,369,1377,4980,1912,3535,3704,3397,974,254,4952,4663,626,3467,2962,2585,2231,3579,1669,457,1994
2020-12-01,823,2663,3925,1408,2889,967,3366,4436,1549,1587,1730,2706,2636,3351,3205,3199,2182,36,665,1878
2020-12-02,810,139,3684,3098,3819,4671,4391,4420,366,3041,1581,1618,178,4621,2005,2847,2193,3199,3360,1299
2020-12-03,4199,2319,2128,3500,1980,4874,4150,2320,2448,2982,3261,373,302,2550,2739,1435,3965,449,2874,106
2020-12-04,4921,546,4616,3591,2502,529,3932,223,4530,4676,425,4706,1815,794,4620,4019,1983,3762,3230,2451
2020-12-05,1997,2913,127,1265,2129,702,1026,2876,4862,1672,1560,4557,542,2101,3111,2118,3038,2396,187,2872
2020-12-06,2942,217,3275,1726,1243,2251,1867,4346,571,3445,179,4398,2802,2771,1867,4355,330,2223,2134,4565
2020-12-07,3693,875,2986,617,407,4123,2779,525,1209,4304,2852,4932,4617,3056,1770,4098,3506,1153,2886,2148
2020-12-08,4032,1828,1554,4109,1481,1133,4182,4577,2352,3301,798,2273,1026,1656,3486,3340,3709,3840,3524,2638
2020-12-09,2398,3799,1386,4737,2237,649,2621,4577,1246,3787,2551,1482,3724,3716,1078,3271,417,3457,3215,2886
2020-12-10,540,386,3547,2689,234,1088,3219,1932,2090,2420,1788,1890,4705,2705,3475,2943,3719,4638,4768,2191
2020-12-11,1155,1149,862,606,4529,2863,774,2807,4512,3747,3835,3077,3799,1310,3997,4435,2408,2301,2432,1137
2020-12-12,4349,3421,4334,2896,4991,3061,3690,767,4678,2979,4211,2109,3838,3644,466,396,1578,2295,3327,1722
2020-12-13,1905,3508,4010,844,4022,3552,597,47,2919,4195,4148,4630,2679,2711,4380,1136,772,4768,1507,1955
2020-12-14,1357,4085,1903,2621,4056,4652,3205,2,1910,2263,1480,1564,1062,1135,4853,4333,1120,3888,4448,4371
2020-12-15,3450,984,3302,1146,1589,3038,2587,1870,3696,3181,2885,4410,1488,2629,2929,4629,1324,1481,2495,2058
2020-12-16,2550,1559,1804,3578,1998,912,2451,1799,4385,3582,4659,3533,3710,1364,1143,1636,4412,3768,2202,4827
2020-12-17,1664,4203,608,4401,3720,1934,673,335,4200,4974,2713,2212,4486,1702,4568,2264,414,4473,4630,2330
2020-12-18,4658,1528,2780,1696,2224,639,4999,283,3125,4892,3765,3387,604,3022,1173,1272,548,2426,1106,2565
2020-12-19,1580,1798,2166,3964,2439,37,3023,4509,2454,4292,4357,3232,4460,2414,3242,820,931,4944,47,3065
2020-12-20,3225,4792,790,247,4787,1581,4702,581,3691,4716,4133,3406,3872,2450,2097,2667,189,2659,2335,1622
2020-12-21,3189,4815,1138,3436,1575,4429,4168,492,374,2893,2336,626,3408,4869,3753,3978,3193,2053,4214,4102
2020-12-22,132,2998,723,4223,2608,1445,2782,3302,3341,3385,1773,2756,198,3031,217,132,4737,505,2565,9
2020-12-23,76,1055,2494,4650,3174,2029,3851,3937,2312,2445,2106,3232,1182,2095,3409,652,2404,3188,3233,3674
2020-12-24,2961,4331,3296,4899,1745,2872,2887,4496,4200,1124,4441,1400,2805,2942,906,3881,751,4904,2304,4109
2020-12-25,518,82,3798,4589,4622,1426,1671,1857,4398,3323,2564,1957,1163,590,4152,1900,3256,2504,187,3169
2020-12-26,431,3058,3033,750,928,3999,3614,2344,1839,3449,537,3921,3188,3956,1492,1182,4968,3818,1467,3859
2020-12-27,3101,2943,66,1302,2600,4397,4406,1385,962,4036,3955,2112,1235,3776,4912,4614,237,2856,4886,4386
2020-12-28,2825,658,3926,148,1767,4947,1426,1056,2702,3504,4213,2450,1077,3107,76,2869,3004,4551,4110,2488
2020-12-29,4487,811,3083,3899,369,1010,310,3842,4597,1678,1605,1119,3842,3699,3412,2149,856,229,4014,4960
2020-12-30,4616,3454,1096,4500,4456,2726,2353,3429,4279,3992,4026,2366,1744,3731,3239,3530,2924,489,277,3918
2020-12-31,3715,130,1306,3167,4460,585,1019,4159,3496,4427,4314,1147,4369,842,572,2934,3111,3575,3449,4557
2021-01-01,2712,4925,2609,1865,1430,1386,4067,1878,2946,1883,4940,520,611,2309,2366,1276,4139,2232,3039,1028
2021-01-02,2245,4590,2469,3692,3654,1614,2445,1203,1564,1997,566,10,2118,2003,2587,414,564,1219,3630,10
2021-01-03,2708,4143,4134,3271,3680,1135,3884,1771,1844,4103,2787,468,2279,162,2995,4234,4747,1317,2263,1155
2021-01-04,4078,2804,1486,481,1157,152,2473,1838,3245,1056,1711,4813,2846,795,3137,4754,2432,1778,4353,1808
2021-01-05,4818,613,1523,4691,3121,3042,631,3197,3505,2950,3857,444,1919,3069,3785,3065,1274,2888,1642,1408
2021-01-06,4431,909,188,2750,4434,4002,158,359,631,3480,4497,2292,4906,2074,3997,1620,2939,4987,3341,446
2021-01-07,538,1674,1518,4083,179,74,258,2058,3410,3856,2032,1923,1445,1511,4271,4666,2572,14,311,2739
2021-01-08,3777,2819,3294,1935,2241,1198,954,1355,2340,4209,3366,4809,2823,2566,2702,45,58,2443,191,2118
2021-01-09,764,4908,3765,3963,3953,1099,934,3823,683,292,2480,3682,1881,3931,3156,2163,4145,1191,4477,4016
2021-01-10,3690,4151,4038,3452,4658,1016,4561,4205,4870,4365,1118,976,148,888,555,939,2823,3965,4489,991
2021-01-11,2561,114,2695,4089,1405,1111,3592,532,3528,293,228,2287,642,3330,1326,3204,547,997,273,224
2021-01-12,1544,2363,676,96,3980,821,3831,3118,4346,2982,682,528,81,446,311,1732,1490,2260,3921,1071
2021-01-13,1142,3053,2015,1958,13,4434,295,2458,3936,2775,2408,3091,1896,2393,3089,2209,518,2925,3843,3237
2021-01-14,4438,4544,3683,1698,4222,2488,4674,1694,906,4457,1693,4652,4556,1458,962,2874,2844,989,4138,4721
2021-01-15,4897,2461,28,2957,2013,4113,31,194,2917,3169,1146,3920,3450,1404,376,4290,2802,1607,4809,1280
2021-01-16,1084,3211,4520,2943,1306,3293,2871,1583,4444,1743,2201,3586,2412,1039,4611,2319,4667,3491,3285,3181
2021-01-17,1662,3954,3821,925,1100,3928,3029,2968,2817,861,3651,4119,1371,4769,1077,2675,3103,739,545,3856
2021-01-18,3475,136,3906,2090,3718,21,2859,4146,1960,4999,3256,4977,684,1765,2005,2526,2009,4062,3011,2557
2021-01-19,4245,2508,1041,3292,1946,2565,1760,327,2993,474,3095,1197,868,4255,86,396,4492,3519,16,895
2021-01-20,1856,3431,2857,3531,2254,3839,3072,811,1428,1103,2880,1449,1375,3166,4111,249,299,3847,3733,3199
2021-01-21,1899,1165,1787,1558,1342,2546,1512,2018,4730,3867,2243,980,1466,3337,1126,129,724,3735,1109,517
2021-01-22,2611,700,3306,1424,1585,2303,696,4845,974,4250,3977,3087,2582,4432,4221,1331,4553,384,4829,4265
2021-01-23,983,1217,369,4649,4717,1287,1752,3542,155,3497,2047,2058,2787,147,4171,3772,4067,1784,3005,4228
2021-01-24,3635,468,374,215,4600,1233,2949,3935,3522,4539,2589,3920,3688,1320,1066,551,546,2660,3589,1597
2021-01-25,2301,3122,4106,887,2456,2634,2559,4904,2687,2250,4076,244,1989,1688,2259,1665,4032,3255,2811,1268
2021-01-26,3892,1502,3318,422,4257,720,540,231,1526,78,1296,627,4571,1850,1720,1118,733,2672,3939,1626
2021-01-27,3507,1768,3913,2224,4928,608,251,2442,1019,987,1739,1917,2922,4764,580,556,3595,4963,930,4105
2021-01-28,3061,2210,3384,4512,47,2393,2553,4695,1590,523,3955,1119,3260,679,2985,3281,604,2946,4861,4433
2021-01-29,1301,3086,2261,2181,4502,4892,1359,4120,4628,2985,2204,3029,326,3239,3657,4680,2748,476,3601,1708
2021-01-30,1298,2496,2144,3919,1948,1546,4080,4273,3315,4477,2689,1432,2754,1746,4542,4274,2428,250,3275,2448
2021-01-31,215,837,879,4381,3378,2310,321,1138,358,1420,3901,2317,2062,1077,3458,1598,1721,722,2746,4514
2021-02-01,4460,4424,1681,4800,4474,4048,1058,2188,4274,2594,1271,131,3126,3055,18,2263,1618,3814,2413,3249
2021-02-02,1085,3448,848,392,1440,1399,2528,4434,897,2639,359,4106,432,1314,635,3907,3563,2399,2826,4006
2021-02-03,1515,1005,3137,3260,1313,3666,4590,3109,3946,2291,4555,804,903,733,1470,3398,4854,4728,1287,2622
2021-02-04,244,4874,837,3595,4157,2646,3296,1928,3125,823,3550,4280,813,3697,212,910,1065,2628,4438,3260
2021-02-05,588,770,818,3863,3688,3354,432,449,2046,318,1488,822,2741,4967,2866,2060,2192,3337,899,3207
2021-02-06,3566,4441,3416,1007,59,1359,200,2040,4151,185,4989,3039,1998,1825,3329,3982,4251,3242,2512,701
2021-02-07,2335,3859,1405,1611,1903,4684,4707,424,4516,2958,1784,3098,81,4465,4016,1202,2981,3358,1888,2771
2021-02-08,4145,4389,1881,914,4176,1183,3843,2665,3422,2287,4621,3195,2803,4484,3618,2891,474,2618,922,2272
2021-02-09,4800,1037,1487,3064,2159,1199,2746,1994,1976,3848,3616,3604,2779,1977,1406,3075,3266,2744,3979,257
2021-02-10,1362,4934,1598,3453,609,534,4979,1326,1031,2129,4451,1255,1665,1436,4496,4265,3411,4612,4975,1371
2021-02-11,1705,4627,2913,2523,4273,3101,335,3151,2440,2764,1171,1525,891,4112,2916,2873,634,2388,365,55
2021-02-12,2235,463,4895,1748,3784,1860,2227,4520,4527,2942,1156,963,2537,3119,982,3638,3828,3958,3515,1607
2021-02-13,3366,4053,3997,4786,4677,2331,1642,563,3242,1228,3510,1435,4827,4869,2441,3101,4000,4215,3675,296
2021-02-14,3447,444,62,1461,3961,4355,3481,1967,750,1994,2636,2531,446,530,1925,4139,1397,2264,1150,4915
2021-02-15,2524,1472,4138,1439,3647,2677,3527,4000,3440,3186,1380,916,3824,728,4912,2304,3487,2161,4877,4769
2021-02-16,2637,4403,4913,3629,1597,1660,3879,197,3921,4173,442,3083,3383,3343,3832,2171,4061,766,3928,1374
2021-02-17,3620,4953,799,3199,395,3571,180,243,3817,3591,4431,1255,2192,3441,205,883,3293,4345,3009,4923
2021-02-18,2854,2134,2599,1132,1509,3692,4540,1844,4677,1664,4575,1008,1338,4314,4704,4493,4617,271,1256,641
2021-02-19,1225,1653,4173,4908,2647,2246,2920,242,2564,578,676,2808,199,3380,4465,4089,838,790,3542,4581
2021-02-20,4296,2679,2234,1190,1075,4167,901,4682,4635,1321,1378,954,3322,3918,2676,4013,2427,4263,4779,761
2021-02-21,696,598,2804,4463,1145,76,828,2687,4687,3715,4694,2742,3937,2741,1276,1339,4741,113,4794,1513
2021-02-22,75,4124,2875,3168,3958,1570,3990,2184,4239,4217,203,3370,2910,2928,964,1790,2073,4661,2231,3338
2021-02-23,921,2664,4323,1702,1798,3409,4728,3009,3761,269,271,3739,4505,4728,3763,1146,275,3048,2629,4368
